"","V1","V2","V3","V4","V5"
"34056",56,262,431,447,450
"34063",158,223,314,447,450
"34064",64,158,223,314,450
"34808",85,158,262,431,450
"34809",85,158,418,431,450
"34810",85,295,418,431,450
"34814",295,314,418,431,447
"34817",265,295,314,418,447
"34820",265,295,314,431,447
"34824",262,295,314,431,447
"34828",56,85,295,314,431
"34833",56,85,295,431,447
"34837",56,265,295,314,431
"34839",265,295,314,431,450
"34841",158,265,295,314,450
"34843",158,262,295,314,450
"34847",56,262,295,314,450
"35333",262,295,314,431,450
"35338",56,85,158,314,450
"35341",56,85,158,431,450
"41308",56,158,211,262,364
"41314",56,158,265,363,418
"41317",158,262,363,431,450
"41324",158,262,363,364,431
"41327",56,158,211,364,418
"41334",158,211,265,363,431
"41336",56,158,211,265,363
"41343",158,265,364,418,450
"41346",56,158,262,265,364
"41347",158,262,265,363,364
"41348",158,265,363,364,450
"44310",56,262,363,364,431
"44319",56,158,225,265,418
"44321",158,225,265,418,431
"44334",56,158,363,418,431
"44346",85,225,262,364,431
"45009",158,225,265,418,450
"45012",158,225,262,364,418
"45013",158,225,262,364,431
"45022",56,158,262,363,431
"45029",225,262,363,418,431
"45040",56,225,262,364,418
"45261",158,225,265,364,418
"45289",56,225,262,364,431
"46220",56,85,225,262,431
"46223",56,85,158,262,363
"46232",56,85,363,418,431
"46234",56,85,158,363,418
"47319",56,85,158,251,262
"47322",56,158,251,262,418
"47326",158,265,363,364,431
"47327",158,251,265,364,418
"47333",56,251,262,364,431
"47338",56,85,251,262,364
"48175",56,85,251,262,418
"48187",56,67,251,265,418
"48188",56,67,251,262,265
"48192",56,67,85,251,265
"48194",56,67,85,251,418
"48195",67,85,251,364,418
"48198",85,251,262,364,418
"50155",158,251,265,418,431
"50171",56,85,158,265,364
"50179",67,85,225,251,262
"50187",67,225,265,364,457
"50410",56,67,85,251,431
"52911",56,225,262,265,431
"52912",56,225,262,431,457
"52921",67,158,364,418,431
"52922",67,158,364,418,457
"52925",56,67,158,262,418
"52937",56,364,418,431,457
"52942",158,225,364,418,431
"52943",67,158,225,364,418
"52945",67,158,225,265,418
"52947",56,67,158,225,265
"52948",56,67,158,225,457
"52949",56,67,158,262,457
"52951",67,158,225,262,457
"54046",56,67,265,364,457
"54665",225,251,262,265,431
"54666",56,67,85,225,265
"54667",56,67,85,265,364
"54668",56,85,265,364,431
"54681",67,251,262,364,431
"54685",56,85,158,225,364
"54694",56,225,251,262,265
"56493",67,85,158,364,418
"57433",56,158,418,431,457
"57436",158,225,262,265,418
"57440",85,158,225,265,418
"58106",67,158,262,265,418
"58109",56,85,158,265,418
